Age,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,current_level,availability_projects,primary_skill,secondary_skill,primary_skill_proficiency,secondary_skill_proficiency
27,Travel_Rarely,Research & Development,2,Life Sciences,1259,1,Male,3,1,Research Scientist,3,2517,1,No,3,2,80,5,2,3,5,3,1,3,Data Analysis,Python,4,3
29,Travel_Rarely,Research & Development,3,Life Sciences,1260,3,Male,3,2,Healthcare Representative,4,6623,1,Yes,3,2,80,6,2,3,6,0,1,1,Medical Sales,Product Knowledge,4,3
48,Travel_Rarely,Research & Development,3,Life Sciences,1263,4,Male,2,5,Research Director,4,18265,6,No,3,3,80,25,3,4,1,0,2,1,Research Leadership,Strategic Planning,6,5
29,Travel_Rarely,Research & Development,3,Life Sciences,1264,4,Female,2,4,Research Director,4,16124,3,No,3,2,80,9,2,2,7,7,1,3,Research Leadership,Strategic Planning,5,4
34,Travel_Rarely,Research & Development,3,Technical Degree,1265,3,Female,4,1,Research Scientist,3,2585,0,No,3,4,80,2,5,2,1,0,0,2,Data Analysis,Python,2,1
44,Travel_Rarely,Sales,3,Marketing,1267,2,Male,3,5,Manager,2,18213,7,No,3,3,80,26,5,3,22,9,2,1,People Management,Project Planning,7,6
33,Travel_Rarely,Sales,5,Marketing,1268,4,Male,4,3,Sales Executive,3,8380,0,Yes,3,4,80,10,3,3,9,8,2,2,Sales Strategy,CRM Tools,7,6
19,Travel_Rarely,Research & Development,3,Life Sciences,1269,2,Female,4,1,Research Scientist,4,2994,1,Yes,3,4,80,1,2,3,1,0,0,1,Data Analysis,Python,2,1
23,Travel_Rarely,Research & Development,2,Life Sciences,1270,4,Male,3,1,Research Scientist,3,1223,1,No,4,4,80,1,2,3,1,0,0,3,Data Analysis,Python,3,2
25,Travel_Frequently,Sales,1,Life Sciences,1273,3,Male,1,1,Sales Representative,4,1118,1,Yes,3,4,80,1,4,3,1,0,0,1,Client Acquisition,Negotiation,2,1
26,Travel_Rarely,Research & Development,2,Life Sciences,1275,3,Male,3,1,Research Scientist,4,2875,1,Yes,4,2,80,8,2,2,8,5,1,4,Data Analysis,Python,6,5
45,Travel_Rarely,Sales,3,Marketing,1277,1,Female,1,5,Manager,2,18824,2,Yes,3,1,80,26,2,3,24,10,2,1,People Management,Project Planning,7,6
55,Non-Travel,Research & Development,1,Medical,1278,4,Male,2,4,Healthcare Representative,2,13577,1,Yes,3,4,80,34,3,3,33,9,2,1,Medical Sales,Product Knowledge,7,6
21,Travel_Frequently,Research & Development,2,Life Sciences,1279,1,Female,2,1,Laboratory Technician,3,2625,1,No,4,3,80,2,2,1,2,2,0,2,Laboratory Operations,Quality Control,3,2
46,Travel_Rarely,Sales,2,Marketing,1280,4,Female,2,5,Manager,2,18789,2,No,3,3,80,26,2,3,11,4,2,1,People Management,Project Planning,6,5
34,Travel_Rarely,Sales,3,Marketing,1281,3,Female,3,2,Sales Executive,1,4538,0,Yes,3,4,80,4,3,3,3,2,1,1,Sales Strategy,CRM Tools,3,2
51,Travel_Frequently,Sales,3,Life Sciences,1282,4,Male,3,5,Manager,2,19847,4,Yes,4,1,80,31,5,2,29,10,2,1,People Management,Project Planning,8,7
59,Travel_Rarely,Research & Development,4,Medical,1283,4,Male,3,3,Manufacturing Director,4,10512,6,No,3,4,80,25,6,2,9,7,2,2,Operations Management,Process Optimization,7,6
34,Travel_Frequently,Research & Development,3,Medical,1285,3,Female,3,2,Laboratory Technician,2,4444,4,No,3,3,80,15,2,4,11,8,1,4,Laboratory Operations,Quality Control,6,5
28,Travel_Frequently,Research & Development,4,Medical,1286,4,Male,3,1,Laboratory Technician,3,2154,0,Yes,3,3,80,5,2,2,4,2,1,1,Laboratory Operations,Quality Control,4,3
44,Travel_Rarely,Research & Development,2,Life Sciences,1288,3,Male,4,5,Manager,1,19190,1,No,3,4,80,26,4,2,25,9,2,1,People Management,Project Planning,7,6
34,Travel_Frequently,Human Resources,3,Life Sciences,1289,3,Male,2,2,Human Resources,2,4490,4,No,3,4,80,14,5,4,10,9,1,4,Talent Management,Employee Engagement,6,5
35,Travel_Rarely,Research & Development,1,Life Sciences,1291,3,Male,3,1,Research Scientist,3,3506,0,Yes,3,4,80,4,3,3,3,2,1,2,Data Analysis,Python,3,2
42,Travel_Rarely,Research & Development,4,Medical,1292,2,Female,4,2,Research Scientist,2,2372,6,Yes,3,4,80,18,2,3,1,0,1,3,Data Analysis,Python,5,4
43,Travel_Rarely,Sales,4,Marketing,1293,4,Female,2,3,Sales Executive,4,10231,3,No,3,4,80,23,3,4,21,7,2,3,Sales Strategy,CRM Tools,7,6
36,Travel_Rarely,Research & Development,4,Life Sciences,1294,3,Female,3,2,Manufacturing Director,2,5410,9,Yes,3,4,80,18,2,3,16,14,1,2,Operations Management,Process Optimization,6,5
44,Travel_Rarely,Research & Development,3,Medical,1295,1,Female,3,3,Healthcare Representative,4,7978,1,No,3,4,80,10,2,3,10,7,2,3,Medical Sales,Product Knowledge,7,6
28,Travel_Frequently,Research & Development,3,Life Sciences,1296,4,Male,2,1,Laboratory Technician,4,3867,1,Yes,3,2,80,2,2,3,2,2,0,1,Laboratory Operations,Quality Control,2,1
51,Travel_Frequently,Research & Development,2,Medical,1297,2,Female,2,1,Laboratory Technician,3,2838,0,No,3,2,80,8,6,2,7,0,1,2,Laboratory Operations,Quality Control,4,3
30,Non-Travel,Research & Development,2,Medical,1298,3,Female,3,2,Manufacturing Director,3,4695,7,Yes,3,3,80,10,3,3,8,4,1,1,Operations Management,Process Optimization,5,4
29,Travel_Rarely,Research & Development,3,Technical Degree,1299,2,Female,3,1,Laboratory Technician,3,3339,3,Yes,3,1,80,10,2,3,7,7,2,2,Laboratory Operations,Quality Control,7,6
28,Travel_Rarely,Research & Development,3,Technical Degree,1301,4,Male,3,1,Research Scientist,1,2080,2,No,3,2,80,5,2,2,3,2,1,3,Data Analysis,Python,4,3
25,Travel_Rarely,Research & Development,3,Medical,1303,4,Female,3,1,Research Scientist,2,2096,1,No,3,4,80,2,3,2,2,2,0,2,Data Analysis,Python,2,1
32,Travel_Rarely,Sales,3,Medical,1304,3,Male,4,2,Sales Executive,4,6209,1,No,3,3,80,10,4,4,10,7,1,4,Sales Strategy,CRM Tools,6,5
45,Travel_Frequently,Research & Development,3,Medical,1306,2,Female,3,5,Manager,2,18061,3,No,4,3,80,22,4,3,0,0,2,1,People Management,Project Planning,7,6
39,Travel_Rarely,Research & Development,4,Medical,1307,3,Female,2,4,Manager,2,17123,6,Yes,3,4,80,21,4,3,19,9,2,1,People Management,Project Planning,7,6
58,Travel_Rarely,Research & Development,4,Life Sciences,1308,1,Male,3,1,Research Scientist,3,2372,1,No,3,4,80,2,3,3,2,2,0,2,Data Analysis,Python,2,1
32,Travel_Rarely,Research & Development,2,Life Sciences,1309,4,Male,3,2,Laboratory Technician,3,4883,1,No,3,1,80,10,3,3,10,4,1,3,Laboratory Operations,Quality Control,5,4
39,Travel_Rarely,Research & Development,3,Medical,1310,3,Male,3,1,Research Scientist,1,3904,0,No,3,1,80,6,2,3,5,2,1,3,Data Analysis,Python,4,3
30,Travel_Rarely,Research & Development,3,Technical Degree,1311,1,Female,2,2,Laboratory Technician,4,4627,0,No,3,1,80,10,6,3,9,2,1,3,Laboratory Operations,Quality Control,5,4
36,Travel_Rarely,Research & Development,4,Technical Degree,1312,4,Female,3,3,Healthcare Representative,3,7094,3,No,3,1,80,10,0,3,7,7,2,3,Medical Sales,Product Knowledge,7,6
46,Travel_Rarely,Human Resources,2,Life Sciences,1314,4,Female,3,1,Human Resources,1,3423,6,No,3,3,80,10,3,4,7,6,2,3,Talent Management,Employee Engagement,7,6
28,Non-Travel,Research & Development,3,Life Sciences,1315,3,Female,1,2,Laboratory Technician,4,6674,0,No,3,1,80,10,6,3,9,8,1,4,Laboratory Operations,Quality Control,6,5
50,Travel_Rarely,Research & Development,3,Life Sciences,1317,4,Female,3,4,Research Director,1,16880,4,Yes,3,2,80,25,2,3,3,2,2,1,Research Leadership,Strategic Planning,6,5
40,Travel_Rarely,Sales,4,Marketing,1318,4,Male,2,3,Sales Executive,2,9094,2,Yes,3,3,80,9,2,3,5,4,1,2,Sales Strategy,CRM Tools,4,3
52,Travel_Rarely,Sales,3,Life Sciences,1319,2,Male,3,3,Sales Executive,2,8446,9,Yes,3,3,80,10,2,2,8,7,2,2,Sales Strategy,CRM Tools,7,6
30,Travel_Rarely,Research & Development,4,Medical,1321,2,Female,3,3,Manager,1,11916,1,Yes,4,4,80,9,2,3,9,1,1,2,People Management,Project Planning,5,4
39,Travel_Rarely,Research & Development,2,Life Sciences,1322,1,Male,3,2,Manufacturing Director,3,4534,0,No,3,1,80,9,6,3,8,7,1,3,Operations Management,Process Optimization,5,4
31,Non-Travel,Sales,4,Life Sciences,1324,4,Female,3,3,Sales Executive,3,9852,1,Yes,3,1,80,10,5,2,10,8,2,2,Sales Strategy,CRM Tools,7,6
41,Non-Travel,Sales,2,Medical,1329,3,Male,1,2,Sales Executive,2,6151,1,No,3,1,80,19,4,3,19,2,1,3,Sales Strategy,CRM Tools,5,4
31,Travel_Frequently,Sales,3,Life Sciences,1331,4,Female,3,1,Sales Representative,2,2302,1,Yes,3,1,80,3,2,4,3,2,0,1,Client Acquisition,Negotiation,2,1
44,Travel_Rarely,Research & Development,3,Life Sciences,1333,1,Male,3,1,Laboratory Technician,1,2362,4,No,3,3,80,10,4,4,3,2,2,2,Laboratory Operations,Quality Control,6,5
42,Non-Travel,Research & Development,1,Life Sciences,1334,3,Male,3,4,Manager,3,17861,0,Yes,3,4,80,21,3,2,20,8,2,1,People Management,Project Planning,7,6
55,Travel_Rarely,Research & Development,2,Medical,1336,4,Female,1,5,Manager,3,19187,4,No,3,4,80,23,5,3,19,9,2,1,People Management,Project Planning,7,6
56,Travel_Rarely,Human Resources,4,Life Sciences,1338,4,Male,3,5,Manager,2,19717,6,No,3,1,80,36,4,3,7,3,2,1,People Management,Project Planning,6,5
40,Non-Travel,Research & Development,2,Life Sciences,1340,3,Male,3,1,Research Scientist,3,3544,9,No,3,2,80,6,0,3,4,2,1,3,Data Analysis,Python,4,3
34,Travel_Rarely,Research & Development,3,Life Sciences,1344,4,Male,3,3,Healthcare Representative,4,8500,0,No,3,4,80,10,0,2,9,7,2,3,Medical Sales,Product Knowledge,7,6
40,Travel_Rarely,Research & Development,3,Life Sciences,1346,3,Male,3,2,Research Scientist,4,4661,1,No,3,3,80,9,4,3,9,8,1,4,Data Analysis,Python,5,4
41,Travel_Frequently,Sales,3,Marketing,1349,3,Female,3,2,Sales Executive,1,4103,0,No,3,4,80,10,2,3,9,3,1,3,Sales Strategy,CRM Tools,5,4
35,Travel_Frequently,Research & Development,4,Life Sciences,1350,3,Male,3,2,Research Scientist,3,4249,1,Yes,3,2,80,9,3,3,9,6,1,4,Data Analysis,Python,5,4
51,Travel_Rarely,Human Resources,3,Life Sciences,1352,3,Male,3,4,Manager,2,14026,1,Yes,3,2,80,33,2,3,33,9,2,1,People Management,Project Planning,7,6
38,Travel_Rarely,Sales,2,Life Sciences,1355,2,Female,3,2,Sales Executive,1,6893,3,No,3,4,80,11,3,3,7,7,1,4,Sales Strategy,CRM Tools,6,5
34,Travel_Rarely,Sales,2,Medical,1356,3,Female,3,2,Sales Executive,1,6125,1,No,3,4,80,10,6,4,10,8,1,4,Sales Strategy,CRM Tools,6,5
25,Travel_Rarely,Research & Development,1,Medical,1358,4,Male,3,1,Laboratory Technician,4,3669,3,No,3,3,80,7,6,2,3,2,1,2,Laboratory Operations,Quality Control,4,3
58,Travel_Rarely,Research & Development,4,Medical,1360,3,Female,2,3,Manufacturing Director,1,10008,7,Yes,3,4,80,31,0,2,10,9,2,1,Operations Management,Process Optimization,7,6
40,Travel_Rarely,Research & Development,4,Life Sciences,1361,2,Male,3,1,Laboratory Technician,2,2387,3,No,4,3,80,7,3,3,4,2,1,3,Laboratory Operations,Quality Control,5,4
36,Travel_Frequently,Sales,3,Marketing,1362,1,Female,4,2,Sales Executive,1,4639,2,No,3,4,80,17,2,2,15,7,1,4,Sales Strategy,CRM Tools,6,5
48,Travel_Rarely,Research & Development,3,Life Sciences,1363,4,Male,3,3,Manufacturing Director,4,7898,1,No,3,3,80,11,2,3,10,9,2,2,Operations Management,Process Optimization,7,6
27,Travel_Rarely,Sales,3,Medical,1364,3,Female,4,1,Sales Representative,4,2534,8,No,3,2,80,5,4,3,1,0,1,2,Client Acquisition,Negotiation,4,3
51,Travel_Rarely,Research & Development,2,Technical Degree,1367,4,Female,2,4,Manufacturing Director,2,13142,3,No,3,2,80,29,1,2,5,2,2,1,Operations Management,Process Optimization,6,5
18,Non-Travel,Research & Development,3,Life Sciences,1368,4,Female,3,1,Laboratory Technician,4,1611,1,No,3,3,80,0,5,4,0,0,0,1,Laboratory Operations,Quality Control,2,1
35,Travel_Rarely,Research & Development,3,Medical,1369,4,Female,2,2,Laboratory Technician,4,5363,0,No,3,2,80,10,0,3,9,7,1,4,Laboratory Operations,Quality Control,6,5
27,Travel_Frequently,Sales,1,Life Sciences,1371,4,Male,1,2,Sales Executive,4,5071,3,No,4,2,80,8,3,3,6,2,1,3,Sales Strategy,CRM Tools,5,4
55,Travel_Rarely,Sales,4,Marketing,1372,1,Male,4,4,Sales Executive,3,13695,6,Yes,3,3,80,24,2,2,19,7,2,1,Sales Strategy,CRM Tools,7,6
56,Travel_Rarely,Research & Development,3,Life Sciences,1373,4,Male,3,4,Manufacturing Director,2,13402,4,Yes,3,1,80,33,0,3,19,16,2,1,Operations Management,Process Optimization,7,6
34,Non-Travel,Research & Development,1,Technical Degree,1374,1,Female,2,1,Research Scientist,3,2029,1,No,4,3,80,5,2,3,5,4,1,4,Data Analysis,Python,5,4
40,Travel_Rarely,Research & Development,1,Medical,1375,2,Female,4,2,Healthcare Representative,3,6377,5,No,4,2,80,15,0,3,12,11,1,4,Medical Sales,Product Knowledge,7,6
34,Travel_Rarely,Research & Development,3,Medical,1377,2,Male,3,2,Laboratory Technician,3,5429,4,No,3,1,80,10,1,3,8,7,1,4,Laboratory Operations,Quality Control,6,5
31,Travel_Frequently,Sales,3,Life Sciences,1379,3,Female,2,1,Sales Representative,4,2785,7,No,3,3,80,3,3,4,1,0,0,1,Client Acquisition,Negotiation,2,1
35,Travel_Frequently,Sales,4,Marketing,1380,4,Female,3,2,Sales Executive,3,4614,0,Yes,3,3,80,5,0,2,4,2,1,1,Sales Strategy,CRM Tools,4,3
38,Travel_Frequently,Research & Development,3,Life Sciences,1382,4,Male,4,1,Research Scientist,3,2610,1,No,3,4,80,4,2,3,4,2,1,3,Data Analysis,Python,3,2
34,Travel_Rarely,Research & Development,4,Technical Degree,1383,3,Female,3,2,Healthcare Representative,4,6687,1,No,3,4,80,14,2,4,14,11,1,4,Medical Sales,Product Knowledge,6,5
28,Travel_Rarely,Sales,3,Life Sciences,1387,3,Male,2,2,Sales Executive,1,4724,1,No,3,3,80,5,0,3,5,3,1,2,Sales Strategy,CRM Tools,4,3
31,Travel_Rarely,Research & Development,4,Medical,1389,4,Male,3,2,Manufacturing Director,3,6179,1,Yes,3,4,80,10,3,2,10,2,1,1,Operations Management,Process Optimization,5,4
39,Travel_Rarely,Sales,4,Life Sciences,1390,1,Male,2,2,Sales Executive,4,6120,3,Yes,3,4,80,8,2,4,5,4,1,1,Sales Strategy,CRM Tools,4,3
51,Travel_Frequently,Sales,3,Marketing,1391,2,Male,3,3,Sales Executive,2,10596,2,No,3,2,80,14,5,3,4,2,2,2,Sales Strategy,CRM Tools,6,5
41,Travel_Frequently,Research & Development,3,Life Sciences,1392,4,Female,3,2,Research Scientist,4,5467,3,Yes,3,1,80,12,4,2,6,2,1,3,Data Analysis,Python,5,4
37,Travel_Rarely,Research & Development,1,Life Sciences,1394,3,Male,3,1,Research Scientist,3,2996,7,Yes,3,4,80,8,2,3,6,4,1,2,Data Analysis,Python,4,3
33,Travel_Frequently,Sales,1,Life Sciences,1395,2,Male,3,2,Sales Executive,4,9998,6,No,3,1,80,8,2,4,5,4,1,2,Sales Strategy,CRM Tools,4,3
32,Travel_Rarely,Sales,1,Marketing,1396,3,Male,3,2,Sales Executive,2,4078,0,Yes,3,1,80,4,3,2,3,2,1,1,Sales Strategy,CRM Tools,3,2
39,Non-Travel,Research & Development,2,Life Sciences,1397,3,Male,3,3,Healthcare Representative,3,10920,3,No,4,2,80,13,2,3,6,4,2,3,Medical Sales,Product Knowledge,7,6
25,Travel_Rarely,Sales,1,Life Sciences,1399,1,Male,4,2,Sales Executive,3,6232,2,No,3,2,80,6,3,2,3,2,1,2,Sales Strategy,CRM Tools,4,3
52,Travel_Frequently,Research & Development,2,Medical,1401,4,Female,4,4,Manufacturing Director,3,13247,2,Yes,3,2,80,24,3,2,5,3,2,1,Operations Management,Process Optimization,6,5
43,Travel_Rarely,Research & Development,3,Medical,1402,1,Female,2,2,Research Scientist,3,4081,1,Yes,3,1,80,20,3,1,20,7,1,4,Data Analysis,Python,6,5
27,Travel_Rarely,Sales,3,Marketing,1403,4,Female,2,2,Sales Executive,4,5769,1,Yes,3,4,80,6,3,3,6,2,1,1,Sales Strategy,CRM Tools,4,3
27,Travel_Rarely,Research & Development,4,Life Sciences,1405,4,Female,3,1,Research Scientist,3,2394,1,Yes,3,4,80,8,2,3,8,2,1,2,Data Analysis,Python,4,3
26,Travel_Rarely,Research & Development,1,Medical,1407,1,Male,2,1,Research Scientist,4,3904,0,No,3,4,80,5,2,3,4,3,1,3,Data Analysis,Python,4,3
42,Travel_Rarely,Human Resources,3,Human Resources,1408,3,Female,3,4,Manager,1,16799,0,No,3,3,80,21,5,3,20,7,2,1,People Management,Project Planning,7,6
52,Travel_Rarely,Research & Development,4,Other,1409,3,Female,3,1,Laboratory Technician,1,2950,9,No,3,3,80,12,2,1,5,4,2,2,Laboratory Operations,Quality Control,6,5
37,Travel_Rarely,Research & Development,3,Medical,1411,1,Female,3,1,Laboratory Technician,3,3629,4,No,3,1,80,8,6,3,3,2,1,2,Laboratory Operations,Quality Control,4,3
35,Travel_Frequently,Research & Development,2,Life Sciences,1412,3,Male,3,3,Manufacturing Director,4,9362,2,No,3,3,80,10,2,3,2,2,2,1,Operations Management,Process Optimization,6,5
25,Travel_Rarely,Research & Development,3,Technical Degree,1415,1,Male,3,1,Laboratory Technician,4,3229,4,No,3,2,80,7,2,2,3,2,1,2,Laboratory Operations,Quality Control,4,3
26,Travel_Rarely,Research & Development,3,Other,1417,3,Male,4,1,Laboratory Technician,1,3578,0,No,3,4,80,8,2,3,7,7,1,3,Laboratory Operations,Quality Control,5,4
29,Travel_Rarely,Human Resources,3,Other,1419,2,Male,2,3,Human Resources,1,7988,1,No,3,1,80,10,3,2,10,9,2,3,Talent Management,Employee Engagement,7,6
49,Travel_Frequently,Research & Development,2,Life Sciences,1420,1,Male,2,2,Laboratory Technician,1,4284,3,No,4,1,80,20,2,3,4,3,1,4,Laboratory Operations,Quality Control,6,5
29,Travel_Frequently,Research & Development,1,Other,1421,3,Female,3,3,Healthcare Representative,4,7553,0,Yes,3,1,80,9,1,3,8,7,1,3,Medical Sales,Product Knowledge,5,4
54,Travel_Rarely,Research & Development,3,Medical,1422,4,Female,3,4,Research Director,4,17328,6,No,3,4,80,29,3,2,20,7,2,2,Research Leadership,Strategic Planning,7,6
58,Travel_Rarely,Research & Development,3,Medical,1423,4,Female,3,5,Research Director,1,19701,3,Yes,4,3,80,32,3,3,9,8,2,2,Research Leadership,Strategic Planning,8,7
55,Travel_Rarely,Research & Development,4,Medical,1424,2,Male,4,4,Research Director,4,14732,2,No,3,4,80,31,4,4,7,7,2,2,Research Leadership,Strategic Planning,7,6
36,Travel_Rarely,Sales,4,Marketing,1425,1,Female,3,2,Sales Executive,2,9278,3,Yes,3,4,80,15,3,3,5,4,1,2,Sales Strategy,CRM Tools,5,4
31,Travel_Frequently,Sales,4,Life Sciences,1427,2,Female,1,1,Sales Representative,3,1359,1,No,3,2,80,1,3,3,1,0,0,1,Client Acquisition,Negotiation,2,1
30,Travel_Rarely,Sales,4,Marketing,1428,4,Female,3,2,Sales Executive,1,4779,7,No,3,2,80,8,3,3,3,2,1,2,Sales Strategy,CRM Tools,4,3
31,Travel_Rarely,Research & Development,5,Life Sciences,1430,1,Female,3,4,Research Director,2,16422,3,No,3,3,80,9,3,4,3,2,1,2,Research Leadership,Strategic Planning,4,3
34,Travel_Frequently,Research & Development,4,Other,1431,4,Male,3,1,Research Scientist,1,2996,5,No,3,3,80,10,2,3,4,3,2,3,Data Analysis,Python,6,5
31,Travel_Rarely,Research & Development,3,Life Sciences,1433,1,Female,2,1,Research Scientist,2,1261,1,No,3,3,80,1,3,4,1,0,0,2,Data Analysis,Python,2,1
27,Travel_Rarely,Research & Development,1,Life Sciences,1434,2,Male,3,1,Laboratory Technician,1,2099,0,No,3,2,80,6,3,4,5,0,1,2,Laboratory Operations,Quality Control,4,3
36,Travel_Rarely,Research & Development,4,Life Sciences,1435,1,Male,2,2,Laboratory Technician,4,5810,1,No,3,3,80,10,2,2,10,4,1,3,Laboratory Operations,Quality Control,5,4
36,Travel_Rarely,Sales,4,Marketing,1436,3,Female,2,2,Sales Executive,1,5647,4,No,3,1,80,11,3,2,3,2,1,3,Sales Strategy,CRM Tools,5,4
47,Travel_Rarely,Research & Development,3,Technical Degree,1438,1,Male,3,1,Research Scientist,4,3420,7,No,3,3,80,17,2,2,6,5,2,4,Data Analysis,Python,7,6
25,Travel_Rarely,Sales,2,Life Sciences,1439,1,Male,2,1,Sales Representative,1,4400,3,No,3,1,80,6,2,3,3,2,1,2,Client Acquisition,Negotiation,4,3
37,Non-Travel,Research & Development,2,Technical Degree,1440,3,Male,4,1,Laboratory Technician,3,3500,0,No,3,1,80,7,2,1,6,5,1,3,Laboratory Operations,Quality Control,5,4
56,Travel_Rarely,Research & Development,2,Life Sciences,1441,1,Female,3,1,Research Scientist,1,2066,2,No,4,4,80,5,3,4,3,2,1,4,Data Analysis,Python,5,4
47,Travel_Rarely,Research & Development,4,Medical,1443,1,Female,3,4,Research Director,3,17169,3,No,3,2,80,26,2,4,20,17,2,2,Research Leadership,Strategic Planning,7,6
24,Travel_Rarely,Sales,1,Medical,1445,4,Female,3,2,Sales Executive,3,4162,1,Yes,3,3,80,5,3,3,5,4,1,1,Sales Strategy,CRM Tools,4,3
32,Travel_Rarely,Sales,5,Marketing,1446,4,Male,3,2,Sales Executive,4,9204,4,No,3,3,80,7,3,2,4,3,1,2,Sales Strategy,CRM Tools,4,3
34,Travel_Rarely,Research & Development,3,Life Sciences,1447,4,Female,2,1,Laboratory Technician,2,3294,5,No,3,1,80,7,2,2,5,4,1,2,Laboratory Operations,Quality Control,4,3
41,Travel_Rarely,Research & Development,5,Medical,1448,2,Male,4,1,Research Scientist,3,2127,2,Yes,3,1,80,7,5,2,4,2,1,2,Data Analysis,Python,4,3
40,Non-Travel,Research & Development,4,Other,1449,3,Male,3,2,Laboratory Technician,3,3975,3,No,3,3,80,11,2,4,8,7,1,4,Laboratory Operations,Quality Control,6,5
31,Travel_Rarely,Sales,2,Life Sciences,1453,1,Male,3,3,Sales Executive,4,10793,1,No,3,1,80,13,5,3,13,7,2,3,Sales Strategy,CRM Tools,7,6
46,Travel_Rarely,Sales,3,Marketing,1457,1,Male,3,3,Sales Executive,4,10096,4,No,3,1,80,28,1,4,7,7,2,3,Sales Strategy,CRM Tools,7,6
39,Non-Travel,Research & Development,3,Life Sciences,1458,1,Female,2,1,Laboratory Technician,1,3646,2,Yes,4,2,80,11,2,4,1,0,2,2,Laboratory Operations,Quality Control,7,6
31,Travel_Frequently,Research & Development,5,Life Sciences,1459,3,Female,4,3,Manufacturing Director,2,7446,1,No,3,1,80,10,2,3,10,8,2,2,Operations Management,Process Optimization,7,6
45,Travel_Rarely,Research & Development,3,Medical,1460,2,Male,1,3,Healthcare Representative,1,10851,2,Yes,3,2,80,24,2,3,7,7,2,2,Medical Sales,Product Knowledge,7,6
31,Travel_Rarely,Human Resources,2,Medical,1461,4,Female,4,1,Human Resources,2,2109,9,No,3,4,80,8,3,3,3,2,1,2,Talent Management,Employee Engagement,4,3
31,Travel_Frequently,Research & Development,3,Life Sciences,1464,2,Male,3,1,Laboratory Technician,4,3722,6,Yes,3,3,80,7,2,1,2,2,1,1,Laboratory Operations,Quality Control,4,3
45,Travel_Rarely,Research & Development,3,Technical Degree,1465,2,Male,3,3,Manufacturing Director,4,9380,4,Yes,3,4,80,10,4,4,3,1,2,1,Operations Management,Process Optimization,6,5
48,Travel_Rarely,Sales,3,Marketing,1466,3,Male,3,2,Sales Executive,1,5486,4,No,3,1,80,15,3,3,2,2,1,3,Sales Strategy,CRM Tools,5,4
34,Travel_Rarely,Human Resources,4,Technical Degree,1467,1,Female,3,1,Human Resources,3,2742,1,No,3,4,80,2,0,3,2,2,0,1,Talent Management,Employee Engagement,2,1
40,Non-Travel,Research & Development,1,Medical,1468,4,Male,2,3,Research Director,2,13757,2,No,3,3,80,16,5,3,9,8,2,3,Research Leadership,Strategic Planning,7,6
